UID,Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20
"Sacramento County, CA-US","Sacramento County, CA",US,38.4747,-121.3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,8,10,12,14,16,18,20,22,24,26
"San Antonio, TX-US","San Antonio, TX",US,29.4241,-98.4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"San Benito, CA-US","San Benito, CA",US,36.5761,-120.9876,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68
"San Diego County, CA-US","San Diego County, CA",US,32.7157,-117.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,8,10,12,14,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35,37
"San Francisco County, CA-US","San Francisco County, CA",US,37.7749,-122.4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,13
"San Mateo, CA-US","San Mateo, CA",US,37.563,-122.3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11
"Santa Clara County, CA-US","Santa Clara County, CA",US,37.3541,-121.9552,0,0,0,0,0,0,0,0,0,1,2,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,40,41,42,43,44,45,46,47,49,51,59,69,79,98,117,148
"Santa Cruz County, CA-US","Santa Cruz County, CA",US,36.9741,-122.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Santa Rosa County, FL-US","Santa Rosa County, FL",US,30.769,-86.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
"Sarasota, FL-US","Sarasota, FL",US,27.3364,-82.5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6
"Saratoga County, NY-US","Saratoga County, NY",US,43.0324,-73.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Shaanxi-Mainland China,Shaanxi,Mainland China,35.1917,108.8701,0,3,8,23,45,80,126,182,245,332,433,549,677,817,976,1140,1307,1482,1665,1848,2035,2217,2400,2576,2748,2913,3074,3225,3365,3491,3601,3696,3777,3848,3906,3958,4007,4052,4089,4125,4153,4181,4202,4222,4240,4258
Shandong-Mainland China,Shandong,Mainland China,36.3427,118.1498,2,8,23,50,96,171,266,395,552,734,937,1161,1413,1677,1969,2289,2638,3010,3390,3789,4195,4598,5000,5385,5759,6121,6469,6798,7108,7396,7860,8304,8733,9140,9535,9908,10271,10616,10945,11254,11546,11787,12023,12197,12331,12456
Shanghai-Mainland China,Shanghai,Mainland China,31.202,121.4491,9,25,44,76,114,163,224,314,420,545,703,874,1066,1272,1499,1730,1976,2220,2468,2718,2968,3221,3473,3700,3901,4088,4259,4414,4559,4692,4813,4918,5001,5072,5137,5199,5257,5312,5359,5403,5445,5486,5523,5556,5589,5615
Shanxi-Mainland China,Shanxi,Mainland China,37.5777,112.2922,1,2,3,9,18,31,58,84,118,156,202,265,337,414,490,574,663,757,851,945,1039,1132,1222,1311,1393,1472,1549,1619,1682,1738,1792,1843,1887,1926,1961,1990,2016,2037,2056,2073,2087,2096,2105,2112,2119,2126
Sichuan-Mainland China,Sichuan,Mainland China,30.6171,102.7103,5,13,28,56,100,169,259,365,505,680,883,1102,1341,1608,1884,2173,2474,2777,3091,3415,3746,4089,4435,4783,5133,5480,5816,6152,6475,6775,7066,7339,7601,7849,8086,8307,8517,8714,8898,9068,9217,9358,9487,9598,9692,9774
"Snohomish County, WA-US","Snohomish County, WA",US,48.033,-121.8339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,11,18,35,53,79
"Sonoma County, CA-US","Sonoma County, CA",US,38.578,-122.9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6
South Australia-Australia,South Australia,Australia,-34.9285,138.6007,0,0,0,0,0,0,0,0,0,0,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,31,31,31,31,31,31,31,31,31,31,31,31,32,33,34,35,38,41,46,51
"Suffolk County, MA-US","Suffolk County, MA",US,42.3601,-71.0589,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,27,27,27,27,27,27,29,31
"Summit County, CO-US","Summit County, CO",US,39.5912,-106.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
Taiwan-Taiwan,Taiwan,Taiwan,23.7,121,1,2,5,8,12,17,25,33,42,52,62,72,82,93,104,119,134,150,167,184,201,218,235,251,267,284,303,322,342,363,386,409,434,458,483,509,535,562,591,621,649,678,707,738,770,802
Tasmania-Australia,Tasmania,Australia,-41.4545,145.9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6
Tianjin-Mainland China,Tianjin,Mainland China,39.3054,117.323,4,8,16,26,40,63,87,114,145,177,218,265,324,389,455,531,609,692,778,864,958,1057,1152,1238,1320,1396,1472,1549,1622,1691,1758,1825,1876,1921,1962,1998,2029,2060,2084,2106,2128,2137,2146,2151,2156,2161
Tibet-Mainland China,Tibet,Mainland China,31.6927,88.0924,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"Toronto, ON-Canada","Toronto, ON",Canada,43.6532,-79.3832,0,0,0,0,1,2,3,4,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,47,47,47,48,49,50,53,56,64,76,91,108,125,144,166,190
"Travis, CA (From Diamond Princess)-US","Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"Tulsa County, OK-US","Tulsa County, OK",US,36.1593,-95.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Umatilla, OR-US","Umatilla, OR",US,45.775,-118.7606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6
Unassigned Location (From Diamond Princess)-US,Unassigned Location (From Diamond Princess),US,35.4437,139.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,72,114,156,200,244,288,333,378,423,468,513,558
"Unassigned Location, WA-US","Unassigned Location, WA",US,47.7511,-120.7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
Victoria-Australia,Victoria,Australia,-37.8136,144.9631,0,0,0,0,1,2,3,4,6,9,13,17,21,25,29,33,37,41,45,49,53,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,60,63,68,73,79,82,85,89
"Wake County, NC-US","Wake County, NC",US,35.8032,-78.5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5
"Washington County, OR-US","Washington County, OR",US,45.547,-123.1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,8,10,12,15
"Washoe County, NV-US","Washoe County, NV",US,40.5608,-119.6035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Wayne County, PA-US","Wayne County, PA",US,41.6739,-75.2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"Westchester County, NY-US","Westchester County, NY",US,41.122,-73.7949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,29,48,105
Western Australia-Australia,Western Australia,Australia,-31.9505,115.8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,6,8,10,12
"Williamson County, TN-US","Williamson County, TN",US,35.9179,-86.8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Xinjiang-Mainland China,Xinjiang,Mainland China,41.1129,85.2401,0,2,4,7,11,16,26,39,53,70,88,109,133,162,194,230,269,311,356,405,457,513,569,627,686,744,806,869,924,977,1028,1077,1123,1167,1211,1251,1282,1303,1314,1323,1330,1335,1339,1342,1344,1345
"Yolo County, CA-US","Yolo County, CA",US,38.7646,-121.9018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Yunnan-Mainland China,Yunnan,Mainland China,24.974,101.487,1,3,8,19,35,61,105,160,230,312,403,505,617,734,857,983,1109,1230,1353,1483,1616,1744,1873,1999,2125,2254,2378,2493,2604,2697,2773,2838,2895,2943,2986,3014,3036,3052,3067,3076,3080,3083,3086,3089,3091,3093
Zhejiang-Mainland China,Zhejiang,Mainland China,29.1832,120.0934,10,37,79,140,243,370,540,833,1257,1781,2359,2988,3669,4436,5253,6113,6996,7869,8743,9593,10440,11250,12035,12787,13521,14232,14896,15533,16103,16644,17167,17652,18096,18518,18914,19251,19523,19752,19940,20098,20234,20353,20451,20541,20608,20668
